img_name,lat,lng,worldpop,nightlight,carbon
11266_16588,48.90444865099549,2.2467041015625,8545.07421875,63,0.0
11267_16588,48.89722663191054,2.2467041015625,13684.490234375,63,495.6012420654297
11268_16588,48.89000356925607,2.2467041015625,16179.2880859375,63,509.8997370402018
11269_16588,48.88277946299608,2.2467041015625,10938.8359375,0,496.8632151285808
11270_16588,48.87555431309465,2.2467041015625,4943.44482421875,63,464.8676071166992
11271_16588,48.86832811951594,2.2467041015625,1788.021240234375,63,472.2306137084961
11272_16588,48.86110088222413,2.2467041015625,1047.8770751953125,63,463.9141540527344
11273_16588,48.85387260118348,2.2467041015625,0.0,63,0.0
11274_16588,48.84664327635833,2.2467041015625,907.6036376953124,63,456.2679875691732
11275_16588,48.83941290771304,2.2467041015625,8449.728515625,63,439.6050771077474
11276_16588,48.83218149521207,2.2467041015625,16698.595703125,63,403.0077158610026
11277_16588,48.82494903881994,2.2467041015625,15525.4228515625,0,389.9948666890462
11278_16588,48.81771553850119,2.2467041015625,9472.26171875,63,329.3900858561198
11279_16588,48.810480994220455,2.2467041015625,5518.52685546875,63,291.1922035217285
11266_16589,48.90444865099549,2.2576904296875,9044.115234375,126,0.0
11267_16589,48.89722663191054,2.2576904296875,14830.802734375,126,248.29868952433267
11268_16589,48.89000356925607,2.2576904296875,16042.3212890625,126,277.242613474528
11269_16589,48.88277946299608,2.2576904296875,7997.34619140625,0,273.10732396443683
11270_16589,48.87555431309465,2.2576904296875,4719.7568359375,126,285.0840212504069
11271_16589,48.86832811951594,2.2576904296875,1811.3709716796875,126,252.36273193359372
11272_16589,48.86110088222413,2.2576904296875,1586.8690185546875,126,252.2292594909668
11273_16589,48.85387260118348,2.2576904296875,0.0,126,0.0
11274_16589,48.84664327635833,2.2576904296875,2032.529296875,126,251.52553685506183
11275_16589,48.83941290771304,2.2576904296875,7765.34228515625,126,231.5888900756836
11276_16589,48.83218149521207,2.2576904296875,15333.0322265625,126,223.7191619873047
11277_16589,48.82494903881994,2.2576904296875,9287.4150390625,0,210.89633433024088
11278_16589,48.81771553850119,2.2576904296875,9845.4921875,126,174.7358481089274
11279_16589,48.810480994220455,2.2576904296875,4979.11962890625,126,154.3381233215332
11266_16590,48.90444865099549,2.2686767578125,22229.212890625,63,0.0
11267_16590,48.89722663191054,2.2686767578125,31172.7734375,63,252.2531522115072
11268_16590,48.89000356925607,2.2686767578125,24293.248046875,63,311.1454251607259
11269_16590,48.88277946299608,2.2686767578125,21674.947265625,0,307.00606536865234
11270_16590,48.87555431309465,2.2686767578125,9861.904296875,63,315.6247202555339
11271_16590,48.86832811951594,2.2686767578125,4687.53662109375,63,298.6869099934896
11272_16590,48.86110088222413,2.2686767578125,8356.5302734375,63,289.76380666097003
11273_16590,48.85387260118348,2.2686767578125,0.0,63,0.0
11274_16590,48.84664327635833,2.2686767578125,11255.37890625,63,280.2716776529948
11275_16590,48.83941290771304,2.2686767578125,16971.896484375,63,231.63041305541992
11276_16590,48.83218149521207,2.2686767578125,24852.0390625,63,217.0230598449707
11277_16590,48.82494903881994,2.2686767578125,20885.21484375,0,209.8407096862793
11278_16590,48.81771553850119,2.2686767578125,22213.990234375,63,182.71727816263837
11279_16590,48.810480994220455,2.2686767578125,11970.2705078125,63,164.9802074432373
11266_16591,48.90444865099549,2.2796630859375,9830.4736328125,63,0.0
11267_16591,48.89722663191054,2.2796630859375,10725.1552734375,63,542.7092514038086
11268_16591,48.89000356925607,2.2796630859375,15991.6982421875,63,695.9592208862305
11269_16591,48.88277946299608,2.2796630859375,12675.4638671875,0,682.6865870157877
11270_16591,48.87555431309465,2.2796630859375,10024.11328125,63,763.5969467163086
11271_16591,48.86832811951594,2.2796630859375,10765.63671875,63,668.2705739339193
11272_16591,48.86110088222413,2.2796630859375,9521.1591796875,63,638.4191818237305
11273_16591,48.85387260118348,2.2796630859375,0.0,63,0.0
11274_16591,48.84664327635833,2.2796630859375,7838.171875,63,609.5556920369467
11275_16591,48.83941290771304,2.2796630859375,10403.203125,63,490.4555969238281
11276_16591,48.83218149521207,2.2796630859375,14447.890625,63,459.30275472005206
11277_16591,48.82494903881994,2.2796630859375,12758.88671875,0,446.29737345377606
11278_16591,48.81771553850119,2.2796630859375,8235.9365234375,63,368.1344248453776
11279_16591,48.810480994220455,2.2796630859375,6574.06298828125,63,341.9105173746745
11266_16592,48.90444865099549,2.2906494140625,9598.1953125,126,0.0
11267_16592,48.89722663191054,2.2906494140625,7808.40966796875,126,282.7846323649089
11268_16592,48.89000356925607,2.2906494140625,17723.2265625,126,341.251766204834
11269_16592,48.88277946299608,2.2906494140625,18343.568359375,0,337.867919921875
11270_16592,48.87555431309465,2.2906494140625,17172.126953125,126,407.2747166951497
11271_16592,48.86832811951594,2.2906494140625,15775.33984375,126,362.8101870218913
11272_16592,48.86110088222413,2.2906494140625,11398.7333984375,126,357.0665969848633
11273_16592,48.85387260118348,2.2906494140625,0.0,126,0.0
11274_16592,48.84664327635833,2.2906494140625,10979.509765625,126,292.1705729166667
11275_16592,48.83941290771304,2.2906494140625,14625.716796875,126,252.42459106445312
11276_16592,48.83218149521207,2.2906494140625,15377.388671875,126,244.74972534179688
11277_16592,48.82494903881994,2.2906494140625,14249.7802734375,0,224.1302070617676
11278_16592,48.81771553850119,2.2906494140625,8404.4150390625,126,192.074462890625
11279_16592,48.810480994220455,2.2906494140625,5948.4765625,126,183.93213399251303
11266_16593,48.90444865099549,2.3016357421875,17870.056640625,63,0.0
11267_16593,48.89722663191054,2.3016357421875,22063.576171875,63,273.3988889058431
11268_16593,48.89000356925607,2.3016357421875,37217.078125,63,326.0447362263997
11269_16593,48.88277946299608,2.3016357421875,35908.8515625,0,326.88890329996747
11270_16593,48.87555431309465,2.3016357421875,28132.1796875,63,390.59874216715497
11271_16593,48.86832811951594,2.3016357421875,21741.640625,63,375.5877698262533
11272_16593,48.86110088222413,2.3016357421875,19700.41015625,63,358.9396413167317
11273_16593,48.85387260118348,2.3016357421875,0.0,63,0.0
11274_16593,48.84664327635833,2.3016357421875,24899.44921875,63,304.39348729451496
11275_16593,48.83941290771304,2.3016357421875,34580.2421875,63,267.25739161173504
11276_16593,48.83218149521207,2.3016357421875,31899.1171875,63,255.14051946004236
11277_16593,48.82494903881994,2.3016357421875,38308.8046875,0,234.0687484741211
11278_16593,48.81771553850119,2.3016357421875,23172.6796875,63,198.38961919148764
11279_16593,48.810480994220455,2.3016357421875,20889.7421875,63,187.2588570912679
11266_16594,48.90444865099549,2.3126220703125,8143.400390625,63,0.0
11267_16594,48.89722663191054,2.3126220703125,16866.443359375,63,555.3257776896158
11268_16594,48.89000356925607,2.3126220703125,18648.599609375,63,649.353157043457
11269_16594,48.88277946299608,2.3126220703125,16641.45703125,0,676.6928024291992
11270_16594,48.87555431309465,2.3126220703125,6719.04345703125,63,792.9624354044596
11271_16594,48.86832811951594,2.3126220703125,5226.8740234375,63,772.4643910725912
11272_16594,48.86110088222413,2.3126220703125,8079.1298828125,63,740.7942403157552
11273_16594,48.85387260118348,2.3126220703125,0.0,63,0.0
11274_16594,48.84664327635833,2.3126220703125,9286.46484375,63,620.7442576090494
11275_16594,48.83941290771304,2.3126220703125,18417.951171875,63,546.0814412434896
11276_16594,48.83218149521207,2.3126220703125,20495.423828125,63,501.0229059855144
11277_16594,48.82494903881994,2.3126220703125,16428.57421875,0,460.16905466715497
11278_16594,48.81771553850119,2.3126220703125,17326.349609375,63,411.1508382161458
11279_16594,48.810480994220455,2.3126220703125,15459.5556640625,63,386.78043874104816
11266_16595,48.90444865099549,2.3236083984375,4297.0791015625,63,0.0
11267_16595,48.89722663191054,2.3236083984375,11843.5927734375,63,285.8234507242839
11268_16595,48.89000356925607,2.3236083984375,18531.171875,63,302.71323013305664
11269_16595,48.88277946299608,2.3236083984375,18020.08203125,0,320.3050893147786
11270_16595,48.87555431309465,2.3236083984375,7835.61181640625,63,350.16303126017254
11271_16595,48.86832811951594,2.3236083984375,5887.46435546875,63,387.9896952311198
11272_16595,48.86110088222413,2.3236083984375,7459.96435546875,63,374.7014045715332
11273_16595,48.85387260118348,2.3236083984375,0.0,63,0.0
11274_16595,48.84664327635833,2.3236083984375,7990.048828125,63,308.58739344278973
11275_16595,48.83941290771304,2.3236083984375,17893.625,63,282.9841054280599
11276_16595,48.83218149521207,2.3236083984375,17647.62890625,63,258.153751373291
11277_16595,48.82494903881994,2.3236083984375,15551.275390625,0,237.14026006062824
11278_16595,48.81771553850119,2.3236083984375,19046.1953125,63,219.63216908772787
11279_16595,48.810480994220455,2.3236083984375,14861.095703125,63,201.59893544514972
11266_16596,48.90444865099549,2.3345947265625,5649.43505859375,126,0.0
11267_16596,48.89722663191054,2.3345947265625,10989.890625,126,273.2073618570964
11268_16596,48.89000356925607,2.3345947265625,18379.4921875,126,378.947390238444
11269_16596,48.88277946299608,2.3345947265625,15188.4287109375,0,319.5776138305664
11270_16596,48.87555431309465,2.3345947265625,12165.859375,126,345.26590728759766
11271_16596,48.86832811951594,2.3345947265625,10172.5283203125,126,349.36471430460614
11272_16596,48.86110088222413,2.3345947265625,4678.64208984375,126,1447.8118184407551
11273_16596,48.85387260118348,2.3345947265625,0.0,126,0.0
11274_16596,48.84664327635833,2.3345947265625,10809.765625,126,311.4971046447754
11275_16596,48.83941290771304,2.3345947265625,13022.375,126,277.9965705871582
11276_16596,48.83218149521207,2.3345947265625,15387.1943359375,126,253.23481623331705
11277_16596,48.82494903881994,2.3345947265625,14581.978515625,0,232.87083943684897
11278_16596,48.81771553850119,2.3345947265625,15366.8505859375,126,214.9231389363607
11279_16596,48.810480994220455,2.3345947265625,10170.8173828125,126,201.7248509724935
11266_16597,48.90444865099549,2.3455810546875,15127.095703125,63,0.0
11267_16597,48.89722663191054,2.3455810546875,23721.306640625,63,504.52541097005206
11268_16597,48.89000356925607,2.3455810546875,43450.44140625,63,520.9951985677084
11269_16597,48.88277946299608,2.3455810546875,37315.20703125,0,537.5649922688802
11270_16597,48.87555431309465,2.3455810546875,31109.814453125,63,625.1631469726562
11271_16597,48.86832811951594,2.3455810546875,31499.48046875,63,633.7836049397787
11272_16597,48.86110088222413,2.3455810546875,13017.70703125,63,615.1461435953776
11273_16597,48.85387260118348,2.3455810546875,0.0,63,0.0
11274_16597,48.84664327635833,2.3455810546875,23621.591796875,63,558.5323282877604
11275_16597,48.83941290771304,2.3455810546875,25020.001953125,63,544.468635559082
11276_16597,48.83218149521207,2.3455810546875,26904.890625,63,486.9272104899089
11277_16597,48.82494903881994,2.3455810546875,28241.3828125,0,442.2493438720703
11278_16597,48.81771553850119,2.3455810546875,22144.421875,63,422.5384953816732
11279_16597,48.810480994220455,2.3455810546875,16442.064453125,63,389.4414469401042
11266_16598,48.90444865099549,2.3565673828125,8548.0146484375,63,0.0
11267_16598,48.89722663191054,2.3565673828125,11824.0263671875,63,244.13630549112955
11268_16598,48.89000356925607,2.3565673828125,23202.55859375,63,248.2700983683268
11269_16598,48.88277946299608,2.3565673828125,23816.80859375,0,248.22272237141928
11270_16598,48.87555431309465,2.3565673828125,19101.181640625,63,256.1190554300944
11271_16598,48.86832811951594,2.3565673828125,20222.697265625,63,260.0040613810221
11272_16598,48.86110088222413,2.3565673828125,16522.77734375,63,251.9436264038086
11273_16598,48.85387260118348,2.3565673828125,0.0,63,0.0
11274_16598,48.84664327635833,2.3565673828125,7986.20654296875,63,251.37223307291663
11275_16598,48.83941290771304,2.3565673828125,17411.125,63,238.7090975443522
11276_16598,48.83218149521207,2.3565673828125,17658.826171875,63,230.3262456258138
11277_16598,48.82494903881994,2.3565673828125,19053.91796875,0,210.21962356567383
11278_16598,48.81771553850119,2.3565673828125,13083.9326171875,63,202.3288091023763
11279_16598,48.810480994220455,2.3565673828125,10713.9423828125,63,180.1563892364502
11266_16599,48.90444865099549,2.3675537109375,8615.8525390625,126,0.0
11267_16599,48.89722663191054,2.3675537109375,12158.044921875,126,227.83097203572592
11268_16599,48.89000356925607,2.3675537109375,22881.515625,126,239.9764442443848
11269_16599,48.88277946299608,2.3675537109375,23268.373046875,0,236.05676396687824
11270_16599,48.87555431309465,2.3675537109375,20622.267578125,126,256.1190554300944
11271_16599,48.86832811951594,2.3675537109375,20826.078125,126,260.0040613810221
11272_16599,48.86110088222413,2.3675537109375,18785.375,126,251.9436264038086
11273_16599,48.85387260118348,2.3675537109375,0.0,126,0.0
11274_16599,48.84664327635833,2.3675537109375,10010.154296875,126,243.6304028828939
11275_16599,48.83941290771304,2.3675537109375,9339.412109375,126,234.60300318400064
11276_16599,48.83218149521207,2.3675537109375,17947.8984375,126,219.7993431091309
11277_16599,48.82494903881994,2.3675537109375,15875.4599609375,0,199.895533879598
11278_16599,48.81771553850119,2.3675537109375,15500.7451171875,126,192.54976081848145
11279_16599,48.810480994220455,2.3675537109375,12521.513671875,126,172.8932876586914
11266_16600,48.90444865099549,2.3785400390625,19208.12890625,63,0.0
11267_16600,48.89722663191054,2.3785400390625,25623.650390625,63,431.7329254150391
11268_16600,48.89000356925607,2.3785400390625,43331.45703125,63,435.46141052246094
11269_16600,48.88277946299608,2.3785400390625,35117.6953125,0,439.62698618570965
11270_16600,48.87555431309465,2.3785400390625,27224.08203125,63,454.5474675496419
11271_16600,48.86832811951594,2.3785400390625,47846.4765625,63,463.482546488444
11272_16600,48.86110088222413,2.3785400390625,58515.4921875,63,456.3345769246419
11273_16600,48.85387260118348,2.3785400390625,0.0,63,0.0
11274_16600,48.84664327635833,2.3785400390625,44044.6875,63,448.2673467000325
11275_16600,48.83941290771304,2.3785400390625,25334.359375,63,445.8694025675456
11276_16600,48.83218149521207,2.3785400390625,23581.046875,63,417.8986282348633
11277_16600,48.82494903881994,2.3785400390625,30732.1328125,0,380.02845509847
11278_16600,48.81771553850119,2.3785400390625,27131.544921875,63,787.7928339640299
11279_16600,48.810480994220455,2.3785400390625,15904.234375,63,344.5528500874837
11266_16601,48.90444865099549,2.3895263671875,8959.837890625,63,0.0
11267_16601,48.89722663191054,2.3895263671875,12062.9287109375,63,198.87188975016275
11268_16601,48.89000356925607,2.3895263671875,19926.19140625,63,198.47729555765787
11269_16601,48.88277946299608,2.3895263671875,18044.111328125,0,215.77350489298504
11270_16601,48.87555431309465,2.3895263671875,9117.9931640625,63,227.22082010904947
11271_16601,48.86832811951594,2.3895263671875,19621.13671875,63,227.22082010904947
11272_16601,48.86110088222413,2.3895263671875,20250.330078125,63,223.60695012410483
11273_16601,48.85387260118348,2.3895263671875,0.0,63,0.0
11274_16601,48.84664327635833,2.3895263671875,21460.55078125,63,211.3826700846354
11275_16601,48.83941290771304,2.3895263671875,12662.447265625,63,199.60595194498697
11276_16601,48.83218149521207,2.3895263671875,11487.669921875,63,184.77130572001136
11277_16601,48.82494903881994,2.3895263671875,7685.638671875,0,168.93980598449707
11278_16601,48.81771553850119,2.3895263671875,7516.9814453125,63,170.3871192932129
11279_16601,48.810480994220455,2.3895263671875,7161.24462890625,63,164.21584828694662
11266_16602,48.90444865099549,2.4005126953125,8432.3916015625,126,0.0
11267_16602,48.89722663191054,2.4005126953125,8687.529296875,126,191.5596040089925
11268_16602,48.89000356925607,2.4005126953125,15946.7275390625,126,198.09503746032715
11269_16602,48.88277946299608,2.4005126953125,21952.814453125,0,204.72527949015296
11270_16602,48.87555431309465,2.4005126953125,16998.23046875,126,209.40726852416992
11271_16602,48.86832811951594,2.4005126953125,16492.998046875,126,209.7237243652344
11272_16602,48.86110088222413,2.4005126953125,11660.255859375,126,206.5463180541992
11273_16602,48.85387260118348,2.4005126953125,0.0,126,0.0
11274_16602,48.84664327635833,2.4005126953125,20674.80859375,126,201.47979482014972
11275_16602,48.83941290771304,2.4005126953125,11774.048828125,126,199.6279099782308
11276_16602,48.83218149521207,2.4005126953125,10318.3564453125,126,179.0566291809082
11277_16602,48.82494903881994,2.4005126953125,10577.544921875,0,164.1535898844401
11278_16602,48.81771553850119,2.4005126953125,6069.87158203125,126,163.64578692118326
11279_16602,48.810480994220455,2.4005126953125,5511.4228515625,126,164.21584828694662
11266_16603,48.90444865099549,2.4114990234375,8784.392578125,63,0.0
11267_16603,48.89722663191054,2.4114990234375,9893.455078125,63,369.2150433858236
11268_16603,48.89000356925607,2.4114990234375,15995.373046875,63,376.1908162434896
11269_16603,48.88277946299608,2.4114990234375,24737.248046875,0,391.784974416097
11270_16603,48.87555431309465,2.4114990234375,37404.90625,63,399.522097269694
11271_16603,48.86832811951594,2.4114990234375,36054.453125,63,400.3302968343099
11272_16603,48.86110088222413,2.4114990234375,34510.7578125,63,375.6299222310384
11273_16603,48.85387260118348,2.4114990234375,0.0,63,0.0
11274_16603,48.84664327635833,2.4114990234375,43448.171875,63,358.6868184407552
11275_16603,48.83941290771304,2.4114990234375,31007.248046875,63,324.7518882751465
11276_16603,48.83218149521207,2.4114990234375,17014.990234375,63,322.0261878967285
11277_16603,48.82494903881994,2.4114990234375,9663.0458984375,0,312.70139439900714
11278_16603,48.81771553850119,2.4114990234375,16989.25,63,316.2200698852539
11279_16603,48.810480994220455,2.4114990234375,10971.765625,63,319.6583607991536
11266_16604,48.90444865099549,2.4224853515625,4166.34130859375,63,0.0
11267_16604,48.89722663191054,2.4224853515625,4634.31591796875,63,180.65955797831217
11268_16604,48.89000356925607,2.4224853515625,6292.017578125,63,182.54424603780112
11269_16604,48.88277946299608,2.4224853515625,5483.35546875,0,182.4082571665446
11270_16604,48.87555431309465,2.4224853515625,12031.1171875,63,183.99652353922525
11271_16604,48.86832811951594,2.4224853515625,8143.4375,63,183.78056780497232
11272_16604,48.86110088222413,2.4224853515625,6143.79638671875,63,178.10827000935873
11273_16604,48.85387260118348,2.4224853515625,0.0,63,0.0
11274_16604,48.84664327635833,2.4224853515625,11389.255859375,63,176.0790475209554
11275_16604,48.83941290771304,2.4224853515625,23069.138671875,63,161.28708203633627
11276_16604,48.83218149521207,2.4224853515625,6141.54345703125,63,155.41660245259604
11277_16604,48.82494903881994,2.4224853515625,1137.4017333984375,0,151.37109438578287
11278_16604,48.81771553850119,2.4224853515625,8010.0625,63,153.66797892252603
11279_16604,48.810480994220455,2.4224853515625,7981.36669921875,63,158.41589164733887
